id,y
0,0.9616244177566251
1,0.48966116811869426
2,0.006944853786921645
3,0.01780634084009981
4,0.044341562981415464
5,0.02418402244726135
6,0.010210677246705005
7,0.007450992948224366
8,0.011144740631558
9,0.007800761315420082
10,0.005951854873226082
11,0.23769013051648713
12,0.04283569491048678
13,0.10080137165444887
14,0.11776480595224967
15,0.019342679649612247
16,0.00788589261786534
17,0.010841320289664494
18,0.09181587250483464
19,0.09883540736106036
20,0.008496583261579413
21,0.02632884094936913
22,0.010274026568406609
23,0.015521736531591595
24,0.017419359950817604
25,0.0065017715146245825
26,0.007419026874600658
27,0.01253409517859031
28,0.009808439803788203
29,0.010612204166103008
30,0.03845328131734947
31,0.12850493414795308
32,0.2896058138261531
33,0.06285327944309156
34,0.12788343379635375
35,0.02103229819367574
36,0.018745261761188067
37,0.015096154473320817
38,0.023183769150712952
39,0.019532395635047654
40,0.057778103308430265
41,0.12298989870554242
42,0.013279961348407457
43,0.011503806753410124
44,0.015911813234707636
45,0.020882620729109683
46,0.0181639110079903
47,0.010023551703160462
48,0.5766427563224598
49,0.006171827249145677
50,0.012110030511877859
51,0.01706674055556118
52,0.006825303416848683
53,0.09140390467511636
54,0.04494395629050976
55,0.4305716277232877
56,0.007204541921109616
57,0.017979896326088804
58,0.33338685598191853
59,0.013615506127548083
60,0.03308738156721805
61,0.005305549909828326
62,0.17012008661600783
63,0.012013673860374715
64,0.02725898219900778
65,0.016275628271084697
66,0.03005485280182655
67,0.06779435629221116
68,0.007098610221045107
69,0.013387175837999763
70,0.009963532261271203
71,0.9485979175699679
72,0.03283963565417293
73,0.2829577471731787
74,0.02892678170302051
75,0.14557899815775338
76,0.012470209799606509
77,0.008154648936474596
78,0.22197347807712386
79,0.052049323543465906
80,0.06585705220951375
81,0.016578175521219006
82,0.013802685848721042
83,0.009211676173383908
84,0.022476756473489838
85,0.014064412027301913
86,0.007912311327217512
87,0.014528048790185887
88,0.22502464767343716
89,0.009838807754169593
90,0.10726733088188205
91,0.2880096597086838
92,0.0129772999377758
93,0.0694108523185966
94,0.009905286308621355
95,0.8930924869448056
96,0.023764018840353056
97,0.011616293881630274
98,0.018082278732827098
99,0.5624173779644968
100,0.5929254929904924
101,0.011971232191311378
102,0.007919428721191366
103,0.06709679588016879
104,0.03919778657576647
105,0.015766770856299538
106,0.007736292069032927
107,0.0765137152410029
108,0.038520438083495395
109,0.013703615992547885
110,0.03973414329876424
111,0.01659291805194804
112,0.0068138897780978215
113,0.044079306608066006
114,0.00831152202115568
115,0.014672029449847995
116,0.011988683201539067
117,0.16215952754181742
118,0.012696547039186004
119,0.013518096736310081
120,0.01174085795492962
121,0.07825053744388565
122,0.09129042387467316
123,0.07044738220742779
124,0.6229146534504105
125,0.01934907576020398
126,0.014189671937290465
127,0.34499782273445934
128,0.06158446760950083
129,0.00926956969669263
130,0.20746791529685824
131,0.038537473500698805
132,0.6751474900085662
133,0.018818193642226616
134,0.3983764285243203
135,0.983784698552131
136,0.008393148311987656
137,0.1693597955869603
138,0.055736999721454336
139,0.17646287750168677
140,0.012391931452889748
141,0.05115696088287706
142,0.03380166274457341
143,0.02156992963190125
144,0.0367782930922657
145,0.05194583327378035
146,0.01924431003697894
147,0.606816758134268
148,0.09583416484719062
149,0.017352263961841214
150,0.009813097662484145
151,0.0426234666940992
152,0.35634602272082067
153,0.7018718566228108
154,0.026381855044446928
155,0.007382851356635252
156,0.09780278355825507
157,0.041951734876727445
158,0.05184612861705355
159,0.20490014063100662
160,0.09155567031233929
161,0.028347026605948546
162,0.05500094102579611
163,0.07416581462518637
164,0.05877545982064188
165,0.014171507831795101
166,0.008814973811078642
167,0.009380089089199116
168,0.011863101693316225
169,0.008982388382134627
170,0.08208043178895434
171,0.2891233189713277
172,0.00626459581796511
173,0.06064010176571978
174,0.18648298766420804
175,0.20921288649232056
176,0.012733576096291485
177,0.01618022441428634
178,0.4173179747621183
179,0.01416155523233946
180,0.08595241191064763
181,0.12915596370583615
182,0.12252710157360754
183,0.011916036834007729
184,0.8546121418276297
185,0.008106630032466474
186,0.9997773607485799
187,0.02455708623965453
188,0.00571649415648331
189,0.0548346099164569
190,0.07123499979527104
191,0.018622061945834205
192,0.09148628701741643
193,0.7457797604861309
194,0.017416395418963716
195,0.014187751716445129
196,0.009289698652184434
197,0.014674982758971963
198,0.007312254013871375
199,0.9128496967934975
200,0.015628983105210457
201,0.013554903830274606
202,0.007468149464078413
203,0.012684287421967078
204,0.012041361188265876
205,0.11649521110663733
206,0.023361638556903205
207,0.014061135574762207
208,0.009408049631875392
209,0.023905851325516415
210,0.19829564144366896
211,0.014410775021375884
212,0.021638110587312624
213,0.02184804121464579
214,0.013574482816193301
215,0.2694281383037266
216,0.07515387240661742
217,0.014075174662666287
218,0.19777764802640543
219,0.016540420741689703
220,0.006832609063279485
221,0.4694138509165541
222,0.08519756416404345
223,0.1948684600322655
